,Unnamed: 0,Unnamed: 0.1,hike_name,region,length,elevation gain,rating,number_votes,features,"pass(0-no pass, 1- pass required)",which_pass,lat,long,time_from_seattle,url,latlong,numReports,hike_desc
2155,2155,,Lake Twentytwo / Lake 22 Snowshoe,North Cascades -- Mountain Loop Highway,"5.0 miles, roundtrip",1200,2.75 out of 5,(4 votes) Log in to rate,[],,NR,,,,http://www.wta.org/go-hiking/hikes/lake-twentytwo-snowshoe,"http://maps.google.com/maps?hl=en&sz=11&spn=0.288219,0.275345&mrsp=0&ie=UTF8&daddr=48.0776,-121.7469&f=d&sll=48.0776,-121.7469&geocode=&t=p&saddr=&z=11&mra=mi",93.0,
2156,2156,,Coleman Glacier Snowshoe,North Cascades -- Mount Baker Area,"9.0 miles, roundtrip",4500,3.50 out of 5,(2 votes) Log in to rate,[],,NR,,,,http://www.wta.org/go-hiking/hikes/coleman-glacier-snowshoe,NR,0.0,
2157,2157,,Mount Angeles Snowshoe,Olympic Peninsula -- Northern Coast,"6.0 miles, roundtrip",600,3.00 out of 5,(2 votes) Log in to rate,[],,NR,,,,http://www.wta.org/go-hiking/hikes/mount-angeles-snowshoe,NR,2.0,
2158,2158,,Wallula Habitat Management Unit,Central Washington -- Tri-Cities,NR,NR,3.50 out of 5,(4 votes) Log in to rate,[],,NR,,,,http://www.wta.org/go-hiking/hikes/wallula-habitat-management-unit,"http://maps.google.com/maps?hl=en&sz=11&spn=0.288219,0.275345&mrsp=0&ie=UTF8&daddr=46.0678,-118.9027&f=d&sll=46.0678,-118.9027&geocode=&t=p&saddr=&z=11&mra=mi",1.0,"This is a lonely area of the Walla Walla River Delta, where the Walla Walla River empties into the Columbia River. The waters here are flat and slow moving, creating great habitat for a number of birds and animals, both in and out of the water.However, beyond the rich riparian world at the rivers' edges, the desert rolls on. So fish and frogs, waterfowl and beavers live as neighbors with desert-dwelling rattlesnakes, horned lizards, scorpions, and kangaroo rats. All in all, this is a novel world to explore.Find the trail leading east and set off to explore. Within 0.5 mile you'll find a viewpoint overlooking Smiths Harbor--a body of water that looks like a lovely lake but is actually just part of the slow-moving Walla Walla River Delta. Here birdlife is buzzing! Birds range from raptors to game birds to songbirds--kingfishers, herons, geese, flickers, sage sparrows, quails, and more.From here the trail rolls along the area between the gravel road and the harbor for another mile before reaching the eastern end of the water and meeting another road that comes down from the main access road (this road is closed until March 15 each year). Hike down the road about 0.5 mile to reach the Walla Walla River and more rich riparian habitat surrounding it.Hike back up the road or angle northeast and hike cross-country another 1.5 miles just off the main access road to find a faint game trail to follow. You'll reach another road heading toward the river about 3 miles from your starting point. The way passes the winding Walla Walla River, and if you reach  a railroad grade turning south to cross the river, you are about at the eastern end of the public lands of the National Wildlife Refuge site."
2159,2159,,Crystal Lake Snowshoe,North Cascades -- Mountain Loop Highway,"13.5 miles, roundtrip",2800,2.00 out of 5,(2 votes) Log in to rate,[Lakes],,NR,,,,http://www.wta.org/go-hiking/hikes/crystal-lake-snowshoe,"http://maps.google.com/maps?hl=en&sz=11&spn=0.288219,0.275345&mrsp=0&ie=UTF8&daddr=48.1873,-121.3684&f=d&sll=48.1873,-121.3684&geocode=&t=p&saddr=&z=11&mra=mi",0.0,
2160,2160,,Paul Mountain Snowshoe,North Cascades -- Methow/Sawtooth,"7.0 miles, roundtrip",1500,3.50 out of 5,(2 votes) Log in to rate,[Established campsites],,Sno-Park pass required,,,,http://www.wta.org/go-hiking/hikes/paul-mountain-snowshoe,NR,0.0,
2161,2161,,Saddle Mountain East,Central Washington -- Tri-Cities,"4.0 miles, roundtrip",76,3.25 out of 5,(4 votes) Log in to rate,[Wildlife],,Discover Pass required,,,,http://www.wta.org/go-hiking/hikes/saddle-mountain-east,"http://maps.google.com/maps?hl=en&sz=11&spn=0.288219,0.275345&mrsp=0&ie=UTF8&daddr=46.7919,-119.4462&f=d&sll=46.7919,-119.4462&geocode=&t=p&saddr=&z=11&mra=mi",8.0,
2162,2162,,Chiwaukum Creek Snowshoe,Central Cascades -- Stevens Pass - East,"10.4 miles, roundtrip",1200,1.50 out of 5,(2 votes) Log in to rate,[Lakes],,NR,,,,http://www.wta.org/go-hiking/hikes/chiwaukum-creek-snowshoe,"http://maps.google.com/maps?hl=en&sz=11&spn=0.288219,0.275345&mrsp=0&ie=UTF8&daddr=47.6892,-120.7388&f=d&sll=47.6892,-120.7388&geocode=&t=p&saddr=&z=11&mra=mi",2.0,
2163,2163,,Eagle and Chutla Peaks Trail Snowshoe,Mount Rainier Area,"7.0 miles, roundtrip",2900,1.00 out of 5,(2 votes) Log in to rate,[],,NR,,,,http://www.wta.org/go-hiking/hikes/eagle-and-chutla-peaks-trail-snowshoe,NR,1.0,
2164,2164,,Gloyd Seeps - South,Central Washington -- Potholes Region,"3.5 miles, roundtrip",1200,2.67 out of 5,(3 votes) Log in to rate,[Wildlife],,Discover Pass required,,,,http://www.wta.org/go-hiking/hikes/gloyd-seeps-south,NR,1.0,
2165,2165,,Reiber Road Loop,Eastern Washington -- Spokane Area/Coeur d'Alene,"9.0 miles, roundtrip",100,5.00 out of 5,(4 votes) Log in to rate,[],,Discover Pass required,,,,http://www.wta.org/go-hiking/hikes/reiber-road-loop,NR,0.0,
2166,2166,,Potholes Wildlife Area - North,Central Washington -- Potholes Region,"8.0 miles, roundtrip",1050,3.00 out of 5,(4 votes) Log in to rate,[Wildlife],,Discover Pass required,,,,http://www.wta.org/go-hiking/hikes/potholes-wildlife-area,NR,6.0,
2167,2167,,Lost Pond Trail,Eastern Washington -- Spokane Area/Coeur d'Alene,NR,NR,1.00 out of 5,(1 vote) Log in to rate,[],,NR,,,,http://www.wta.org/go-hiking/hikes/lost-pond-trail,NR,2.0,
2168,2168,,Eagle Peak Loop,Eastern Washington -- Spokane Area/Coeur d'Alene,NR,NR,4.00 out of 5,(1 vote) Log in to rate,[],,NR,,,,http://www.wta.org/go-hiking/hikes/eagle-peak-loop,"http://maps.google.com/maps?hl=en&sz=11&spn=0.288219,0.275345&mrsp=0&ie=UTF8&daddr=47.6528,-117.2932&f=d&sll=47.6528,-117.2932&geocode=&t=p&saddr=&z=11&mra=mi",2.0,
2169,2169,,Samish Overlook,Puget Sound and Islands -- Bellingham Area,NR,NR,2.00 out of 5,(1 vote) Log in to rate,[],,NR,,,,http://www.wta.org/go-hiking/hikes/samish-overlook,"http://maps.google.com/maps?hl=en&sz=11&spn=0.288219,0.275345&mrsp=0&ie=UTF8&daddr=48.6774,-122.4255&f=d&sll=48.6774,-122.4255&geocode=&t=p&saddr=&z=11&mra=mi",16.0,
2170,2170,,Squaw Saddle,Central Washington -- Wenatchee,"2.5 miles, roundtrip",900,3.71 out of 5,(7 votes) Log in to rate,"[Dogs allowed on leash, Summits]",,NR,,,,http://www.wta.org/go-hiking/hikes/squaw-saddle,NR,2.0,
2171,2171,,Rooster Mountain,Snoqualmie Region -- North Bend Area,"8.0 miles, roundtrip",4100,4.20 out of 5,(5 votes) Log in to rate,[],,Northwest Forest Pass required,,,,http://www.wta.org/go-hiking/hikes/rooster-mountain,"http://maps.google.com/maps?hl=en&sz=11&spn=0.288219,0.275345&mrsp=0&ie=UTF8&daddr=47.5597,-121.5328&f=d&sll=47.5597,-121.5328&geocode=&t=p&saddr=&z=11&mra=mi",17.0,
2172,2172,,Scarborough HIll,Southwest Washington -- Long Beach Area,"2.8 miles, roundtrip",650,2.75 out of 5,(4 votes) Log in to rate,[Old growth],,Discover Pass required,,,,http://www.wta.org/go-hiking/hikes/scarborough-hill,"http://maps.google.com/maps?hl=en&sz=11&spn=0.288219,0.275345&mrsp=0&ie=UTF8&daddr=46.2542,-123.9210&f=d&sll=46.2542,-123.9210&geocode=&t=p&saddr=&z=11&mra=mi",3.0,
2173,2173,,Buck Mountain Snowshoe,North Cascades -- Methow/Sawtooth,"8.5 miles, roundtrip",2500,4.50 out of 5,(2 votes) Log in to rate,[Wildlife],,NR,,,,http://www.wta.org/go-hiking/hikes/buck-mountain-snowshoe,NR,2.0,
2174,2174,,Thorp Mountain Snowshoe,Snoqualmie Region -- Snoqualmie Pass,"15.0 miles, roundtrip",2800,2.00 out of 5,(2 votes) Log in to rate,[],,NR,,,,http://www.wta.org/go-hiking/hikes/thorp-mountain-snowshoe,"http://maps.google.com/maps?hl=en&sz=11&spn=0.288219,0.275345&mrsp=0&ie=UTF8&daddr=47.3726,-121.1597&f=d&sll=47.3726,-121.1597&geocode=&t=p&saddr=&z=11&mra=mi",0.0,
2175,2175,,Rat Trap Pass Snowshoe,North Cascades -- Mountain Loop Highway,"7.5 miles, roundtrip",1900,3.00 out of 5,(2 votes) Log in to rate,[],,NR,,,,http://www.wta.org/go-hiking/hikes/rat-trap-pass-snowshoe,NR,1.0,
2176,2176,,Indian Creek Snowshoe,Central Cascades -- Stevens Pass - East,"14.0 miles, roundtrip",1300,3.50 out of 5,(2 votes) Log in to rate,[],,NR,,,,http://www.wta.org/go-hiking/hikes/indian-creek-snowshoe,"http://maps.google.com/maps?hl=en&sz=11&spn=0.288219,0.275345&mrsp=0&ie=UTF8&daddr=47.9610,-120.9413&f=d&sll=47.9610,-120.9413&geocode=&t=p&saddr=&z=11&mra=mi",1.0,
2177,2177,,Bullion Basin Snowshoe,Mount Rainier Area -- Chinook Pass - Hwy 410,"4.5 miles, roundtrip",1500,4.50 out of 5,(2 votes) Log in to rate,[],,NR,,,,http://www.wta.org/go-hiking/hikes/bullion-basin-snowshoe,"http://maps.google.com/maps?hl=en&sz=11&spn=0.288219,0.275345&mrsp=0&ie=UTF8&daddr=46.9386,-121.4731&f=d&sll=46.9386,-121.4731&geocode=&t=p&saddr=&z=11&mra=mi",8.0,
2178,2178,,Silver Star View Snowshoe,North Cascades -- North Cascades Highway - Hwy 20,"20.0 miles, roundtrip",700,2.50 out of 5,(2 votes) Log in to rate,[],,NR,,,,http://www.wta.org/go-hiking/hikes/silver-star-view-snowshoe,NR,0.0,
2179,2179,,Pinnacle Saddle Snowshoe,Mount Rainier Area -- SW - Longmire/Paradise,"6.0 miles, roundtrip",1400,3.50 out of 5,(2 votes) Log in to rate,[],,NR,,,,http://www.wta.org/go-hiking/hikes/pinnacle-saddle-snowshoe,"http://maps.google.com/maps?hl=en&sz=11&spn=0.288219,0.275345&mrsp=0&ie=UTF8&daddr=46.7666,-121.6991&f=d&sll=46.7666,-121.6991&geocode=&t=p&saddr=&z=11&mra=mi",17.0,
2180,2180,,Mount Margaret Snowshoe,Snoqualmie Region -- Snoqualmie Pass,"9.0 miles, roundtrip",2800,3.00 out of 5,(2 votes) Log in to rate,[],,NR,,,,http://www.wta.org/go-hiking/hikes/mount-margaret-snowshoe,"http://maps.google.com/maps?hl=en&sz=11&spn=0.288219,0.275345&mrsp=0&ie=UTF8&daddr=47.3706,-121.3581&f=d&sll=47.3706,-121.3581&geocode=&t=p&saddr=&z=11&mra=mi",31.0,
2181,2181,,Eagle Point Snowshoe,Olympic Peninsula -- Hood Canal,"9.0 miles, roundtrip",2500,3.00 out of 5,(2 votes) Log in to rate,[],,NR,,,,http://www.wta.org/go-hiking/hikes/eagle-point-snowshoe,NR,1.0,
2182,2182,,Paul Peak Snowshoe,Mount Rainier Area -- NW - Carbon River/Mowich,"5.6 miles, roundtrip",1800,3.50 out of 5,(2 votes) Log in to rate,[],,NR,,,,http://www.wta.org/go-hiking/hikes/paul-peak-snowshoe,"http://maps.google.com/maps?hl=en&sz=11&spn=0.288219,0.275345&mrsp=0&ie=UTF8&daddr=46.9362,-121.9033&f=d&sll=46.9362,-121.9033&geocode=&t=p&saddr=&z=11&mra=mi",2.0,
2183,2183,,Eightmile Creek Snowshoe,Central Cascades -- Leavenworth Area,"12.4 miles, roundtrip",2600,2.67 out of 5,(3 votes) Log in to rate,[Lakes],,NR,,,,http://www.wta.org/go-hiking/hikes/eightmile-creek-snowshoe,"http://maps.google.com/maps?hl=en&sz=11&spn=0.288219,0.275345&mrsp=0&ie=UTF8&daddr=47.5465,-120.7914&f=d&sll=47.5465,-120.7914&geocode=&t=p&saddr=&z=11&mra=mi",7.0,
2184,2184,,White Salmon Creek Snowshoe,North Cascades -- Mount Baker Area,"10.0 miles, roundtrip",300,3.67 out of 5,(3 votes) Log in to rate,[],,Sno-Park pass required,,,,http://www.wta.org/go-hiking/hikes/white-salmon-creek-snowshoe,"http://maps.google.com/maps?hl=en&sz=11&spn=0.288219,0.275345&mrsp=0&ie=UTF8&daddr=48.9035,-121.6948&f=d&sll=48.9035,-121.6948&geocode=&t=p&saddr=&z=11&mra=mi",9.0,
2185,2185,,Lake Susan Jane Snowshoe,Central Cascades -- Stevens Pass - West,"7.0 miles, roundtrip",1200,3.67 out of 5,(3 votes) Log in to rate,[Lakes],,NR,,,,http://www.wta.org/go-hiking/hikes/lake-susan-jane-snowshoe,NR,6.0,
2186,2186,,Sand Lake Snowshoe,South Cascades -- White Pass/Cowlitz River Valley,"6.6 miles, roundtrip",900,3.33 out of 5,(3 votes) Log in to rate,[],,NR,,,,http://www.wta.org/go-hiking/hikes/sand-lake-snowshoe,"http://maps.google.com/maps?hl=en&sz=11&spn=0.288219,0.275345&mrsp=0&ie=UTF8&daddr=46.6449,-121.3813&f=d&sll=46.6449,-121.3813&geocode=&t=p&saddr=&z=11&mra=mi",5.0,
2187,2187,,Tonga Ridge Snowshoe,Central Cascades -- Stevens Pass - West,"7.0 miles, roundtrip",1400,5.00 out of 5,(2 votes) Log in to rate,[],,NR,,,,http://www.wta.org/go-hiking/hikes/tonga-ridge-snowshoe,"http://maps.google.com/maps?hl=en&sz=11&spn=0.288219,0.275345&mrsp=0&ie=UTF8&daddr=47.6551,-121.1880&f=d&sll=47.6551,-121.1880&geocode=&t=p&saddr=&z=11&mra=mi",33.0,
2188,2188,,Upper River Run Snowshoe,North Cascades -- Methow/Sawtooth,"7.0 miles, roundtrip",500,4.00 out of 5,(2 votes) Log in to rate,[],,NR,,,,http://www.wta.org/go-hiking/hikes/upper-river-run-snowshoe,NR,1.0,
2189,2189,,Blue Mountain - Deer Park Snowshoe,Olympic Peninsula,"14.0 miles, roundtrip",2500,3.50 out of 5,(2 votes) Log in to rate,[],,NR,,,,http://www.wta.org/go-hiking/hikes/blue-mountain-deer-park-snowshoe,NR,4.0,
2190,2190,,Olallie Creek Snowshoe,Mount Rainier Area -- SE - Cayuse Pass/Steven's Canyon,"6.8 miles, roundtrip",1800,2.00 out of 5,(2 votes) Log in to rate,[],,NR,,,,http://www.wta.org/go-hiking/hikes/olallie-creek-snowshoe,NR,0.0,
2191,2191,,Cedar Flats Nature Trail,Southwest Washington -- Lewis River Region,"1.0 miles, roundtrip",400,2.50 out of 5,(4 votes) Log in to rate,[],,Northwest Forest Pass required,,,,http://www.wta.org/go-hiking/hikes/cedar-flat,"http://maps.google.com/maps?hl=en&sz=11&spn=0.288219,0.275345&mrsp=0&ie=UTF8&daddr=46.1116,-122.0183&f=d&sll=46.1116,-122.0183&geocode=&t=p&saddr=&z=11&mra=mi",0.0,
2192,2192,,Duffy Creek,Central Washington -- Wenatchee,"8.0 miles, roundtrip",2900,2.50 out of 5,(4 votes) Log in to rate,[Mountain views],,NR,,,,http://www.wta.org/go-hiking/hikes/duffy-creek,NR,3.0,"In 1995, the Richard King Mellon Foundation donated approximately 5661 acres to the Bureau of Land Management's (BLM) Spokane District, and that formed the core of the Duffy Creek Allotment, which totals 6580 acres of public land.The area is maintained by the BLM as a wildlife refuge and recreational area. Some of the critters that call the wild area home are mule deer, coyote, porcupine, house finch, black-billed magpie, black-capped chickadee, northern flicker, red-tailed hawk, gopher snake, and western rattlesnake.Hike southeast along the jeep track that leaves the main road and enjoy the increasingly expansive views from Badger Mountain as you near the rim of Duffy Creek Canyon. Several dirt roads mix and merge throughout the area, so you have plenty of opportunity to explore--and the area is well worth exploring. You'll find outstanding wildflowers throughout the Badger Mountain area. In late spring, the flowers carpet the prairie with varied colors and textures. The nature of the flowers changes with the topography: On the rocky barren slopes buckwheat is dominant. In the lush open sagelands, you'll find desert lupine, balsamroot, white lupine, and brodiaea.Along the first 2 miles of the jeep track, you'll find a series of bluebird houses posted along the fence line. Wander at will before heading back to your vehicle."
2193,2193,,Coleman Weedpatch,South Cascades -- Goat Rocks,"9.0 miles, roundtrip",1900,2.60 out of 5,(5 votes) Log in to rate,[],,Northwest Forest Pass required,,,,http://www.wta.org/go-hiking/hikes/coleman-weedpatch,"http://maps.google.com/maps?hl=en&sz=11&spn=0.288219,0.275345&mrsp=0&ie=UTF8&daddr=46.4229,-121.5010&f=d&sll=46.4229,-121.5010&geocode=&t=p&saddr=&z=11&mra=mi",11.0,
2194,2194,,Chinook Pass Snowshoe,Mount Rainier Area -- Chinook Pass - Hwy 410,NR,NR,3.25 out of 5,(4 votes) Log in to rate,[],,NR,,,,http://www.wta.org/go-hiking/hikes/chinook-pass,"http://maps.google.com/maps?hl=en&sz=11&spn=0.288219,0.275345&mrsp=0&ie=UTF8&daddr=46.8970,-121.4323&f=d&sll=46.8970,-121.4323&geocode=&t=p&saddr=&z=11&mra=mi",4.0,
2195,2195,,Sunnybrook Meadows,Olympic Peninsula -- Hood Canal,"12.0 miles, roundtrip",4000,2.50 out of 5,(4 votes) Log in to rate,[],,NR,,,,http://www.wta.org/go-hiking/hikes/sunnybrook-meadows,"http://maps.google.com/maps?hl=en&sz=11&spn=0.288219,0.275345&mrsp=0&ie=UTF8&daddr=47.7365,-123.1688&f=d&sll=47.7365,-123.1688&geocode=&t=p&saddr=&z=11&mra=mi",3.0,"Hike to the lonely high divide between two of the Olympic Mountains' tallest sentinels, Mounts Constance and Mystery. Watch the entire deep emerald Dosewallips Valley unravel before you. And mountains! Towering crags of snow and ice: The Brothers, Anderson, Elk Lick, Diamond, and LaCrosse pack the southern horizon. At your feet, daz-zling displays of wildflowers grace sun-kissed slopes. It's a stiff climb to Sunnybrook Meadows, but the expansive views and sprawling meadows are sure to brighten your day.Consider the first 2.5 miles of this hike a warm-up. Starting on the well-groomed Dosewallips Trail, enjoy easy walking through cool forest. At 1.4 miles bear right at a junction (signed ""Hayden Pass""). Pass Soda Springs and, if lucky, observe salt-craving deer relishing the seeps. Soon afterward, Sunny Brook is crossed in a deep dark glen, a far cry from its solar-enriched upper reaches.At 2.5 miles leave behind this gentle hiking and the Dosewallips River Trail for the Constance Pass Trail (elev. 2200 ft). This lightly used but well-defined trail takes off through salal-choked forest up a steep rib via a series of short switchbacks. The forest is dry, with many openings in the canopy providing impressive window views stoking you for the grand payoff.Pass through a rhody jungle where, at about 3600 feet, a reliable spring bubbles from the ground (the only water until the meadows). The climb now stiffens through a hot rocky corridor. But stands of mature mountain hemlock soon bring shaded relief. After 2.5 miles of relentless climbing the trail breaks out into a wet meadow (elev. 4900 ft). In another 0.1 mile a tumbling brook lined with yellow monkey flowers invites sipping and face-splashing.The trail rounds a high basin cut by a myriad of tributaries that collectively become Sunny Brook. As the trail darts between subalpine forest and expanding meadows, the views grow. To the south over the verdant Dosewallips Valley, snowfields clinging to The Brothers and Elk Lick Mountain shimmer in the afternoon sun. Keep climbing-it gets better. Through thick greenery splattered with a mosaic of colors, work your way up to a tiny little tarn (elev. 5500 ft). Watering hole for resident marmots, breeding ground for resident mosquitoes, and feeding ground for resident frogs, it's a beautiful oasis tucked beneath a barren ridge.Just to the south find a small rise offering sweeping views to the south. Look straight across to Anderson Pass flanked by glacier-harboring Mounts Anderson and LaCrosse. Look west toward Hayden Pass. Look all around and savor the solitude."
2196,2196,,Cramer Mountain Loop,South Cascades -- White Pass/Cowlitz River Valley,"14.0 miles, roundtrip",1700,2.75 out of 5,(4 votes) Log in to rate,[],,Northwest Forest Pass required,,,,http://www.wta.org/go-hiking/hikes/cramer-mountain-loop,"http://maps.google.com/maps?hl=en&sz=11&spn=0.288219,0.275345&mrsp=0&ie=UTF8&daddr=46.6447,-121.3823&f=d&sll=46.6447,-121.3823&geocode=&t=p&saddr=&z=11&mra=mi",6.0,
2197,2197,,McNary National Wildlife Refuge,Central Washington -- Tri-Cities,"2.0 miles, roundtrip",350,2.00 out of 5,(4 votes) Log in to rate,[],,NR,,,,http://www.wta.org/go-hiking/hikes/mcnary-national-wildlife-refuge,NR,0.0,"The McNary National Wildlife Refuge is primarily a waterfowl preserve. The refuge encompasses many flooded fields, sloughs, and inlets along the Columbia River. It also sprawls across farmlands that provide winter forage for migratory birds.This area draws thousands of ducks, geese, and swans each year, usually beginning in November. Look for tundra swans, redheads, cinnamon teal, green-winged teals, mergansers of all kinds, buffleheads, Canada geese, mallards, pintails, and the ever-present coots.Even when the migratory waterfowl are gone, the area is worth a visit. With desert on one side and the rich riparian area of the Columbia River on the other, an odd mix of birds and animals congregates at the refuge. Meadowlarks, red-winged blackbirds, and an array of swallows flit around the reeds near the water. Quails, pheasants, and mourning doves duck under the sagebrush and desert plants. Mule deer wander throughout the area, but you'll also find hares, badgers, beavers, muskrats, and more.The route you'll follow is a self-guided nature trail that begins at the refuge's environmental education center and winds around part of the Burbank Slough. Interpretive signs and a photo/bird watching blind are located along the trail. The blind, found less than 0.25 mile out, and the trail to it are paved and accessible to wheelchairs. Beyond that, the trail narrows and turns to dirt. The path wanders out to impressive viewpoints and many sheltered locations that allow you to photograph birds more easily.The loop is closed by hiking South Lake Road from the north side of the slough back to the education center. Off-trail rambles can be enjoyed by walking across the road to the east side into rolling refuge lands, but be aware that this part of the refuge is open to hunting, so it should be visited by casual walkers from mid-October through January.Spend some time visiting the refuge's education center, which alone is well worth the visit."
2198,2198,,Upper Falls Creek Trail,Southwest Washington -- Columbia River Gorge - WA,"5.0 miles, roundtrip",1100,2.25 out of 5,(4 votes) Log in to rate,[],,Northwest Forest Pass required,,,,http://www.wta.org/go-hiking/hikes/upper-falls-creek,"http://maps.google.com/maps?hl=en&sz=11&spn=0.288219,0.275345&mrsp=0&ie=UTF8&daddr=45.9080,-121.9475&f=d&sll=45.9080,-121.9475&geocode=&t=p&saddr=&z=11&mra=mi",7.0,
2199,2199,,Soda Springs Big Trees,Central Cascades -- Stevens Pass - East,"0.5 miles, roundtrip",50,2.25 out of 5,(4 votes) Log in to rate,"[Good for kids, Wildlife, Established campsites]",,NR,,,,http://www.wta.org/go-hiking/hikes/soda-springs,"http://maps.google.com/maps?hl=en&sz=11&spn=0.288219,0.275345&mrsp=0&ie=UTF8&daddr=47.8581,-120.9701&f=d&sll=47.8581,-120.9701&geocode=&t=p&saddr=&z=11&mra=mi",6.0,
2200,2200,,Seattle Park,Mount Rainier Area -- NW - Carbon River/Mowich,"12.0 miles, roundtrip",2850,2.83 out of 5,(6 votes) Log in to rate,[],,National Park/Refuge entry fee required,,,,http://www.wta.org/go-hiking/hikes/seattle-park,"http://maps.google.com/maps?hl=en&sz=11&spn=0.288219,0.275345&mrsp=0&ie=UTF8&daddr=46.9771,-121.8315&f=d&sll=46.9771,-121.8315&geocode=&t=p&saddr=&z=11&mra=mi",24.0,
2201,2201,,Silver Forest - Emmons Vista,Mount Rainier Area -- NE - Sunrise/White River,"2.4 miles, roundtrip",200,3.60 out of 5,(5 votes) Log in to rate,[],,NR,,,,http://www.wta.org/go-hiking/hikes/silver-forest-emmons-vista,"http://maps.google.com/maps?hl=en&sz=11&spn=0.288219,0.275345&mrsp=0&ie=UTF8&daddr=46.9146,-121.6423&f=d&sll=46.9146,-121.6423&geocode=&t=p&saddr=&z=11&mra=mi",4.0,
2202,2202,,Curly Creek,Southwest Washington -- Lewis River Region,"1.0 miles, roundtrip",100,3.75 out of 5,(4 votes) Log in to rate,[],,Northwest Forest Pass required,,,,http://www.wta.org/go-hiking/hikes/curly-creek-falls,"http://maps.google.com/maps?hl=en&sz=11&spn=0.288219,0.275345&mrsp=0&ie=UTF8&daddr=46.0608,-121.9721&f=d&sll=46.0608,-121.9721&geocode=&t=p&saddr=&z=11&mra=mi",10.0,
2203,2203,,Lake Donald,Central Cascades -- Stevens Pass - East,NR,NR,2.33 out of 5,(3 votes) Log in to rate,"[Mountain views, Dogs allowed on leash, Established campsites, Waterfalls, Lakes]",,Northwest Forest Pass required,,,,http://www.wta.org/go-hiking/hikes/lake-donald-central-cascades-stevens-pass-west,"http://maps.google.com/maps?hl=en&sz=11&spn=0.288219,0.275345&mrsp=0&ie=UTF8&daddr=47.7331,-120.8918&f=d&sll=47.7331,-120.8918&geocode=&t=p&saddr=&z=11&mra=mi",4.0,
2204,2204,,Lundin Peak Trail,Snoqualmie Region -- Snoqualmie Pass,"1.0 miles, roundtrip",700,3.50 out of 5,(2 votes) Log in to rate,"[Mountain views, Summits]",,Northwest Forest Pass required,,,,http://www.wta.org/go-hiking/hikes/lundin-peak-trail,"http://maps.google.com/maps?hl=en&sz=11&spn=0.288219,0.275345&mrsp=0&ie=UTF8&daddr=47.4560,-121.3866&f=d&sll=47.4560,-121.3866&geocode=&t=p&saddr=&z=11&mra=mi",13.0,
2205,2205,,Sultan Gorge,Central Cascades -- Stevens Pass - West,NR,NR,4.00 out of 5,(1 vote) Log in to rate,[],,NR,,,,http://www.wta.org/go-hiking/hikes/sultan-gorge,"http://maps.google.com/maps?hl=en&sz=11&spn=0.288219,0.275345&mrsp=0&ie=UTF8&daddr=47.9793,-121.6909&f=d&sll=47.9793,-121.6909&geocode=&t=p&saddr=&z=11&mra=mi",0.0,
2206,2206,,Wedge Mountain,Central Cascades -- Leavenworth Area,NR,NR,3.67 out of 5,(3 votes) Log in to rate,[],,Northwest Forest Pass required,,,,http://www.wta.org/go-hiking/hikes/wedge-mtn,"http://maps.google.com/maps?hl=en&sz=11&spn=0.288219,0.275345&mrsp=0&ie=UTF8&daddr=47.4810,-120.6821&f=d&sll=47.4810,-120.6821&geocode=&t=p&saddr=&z=11&mra=mi",21.0,
2207,2207,,Grand Ridge,Olympic Peninsula -- Northern Coast,"5.0 miles, roundtrip",700,4.50 out of 5,(8 votes) Log in to rate,[],,NR,,,,http://www.wta.org/go-hiking/hikes/grand-ridge,"http://maps.google.com/maps?hl=en&sz=11&spn=0.288219,0.275345&mrsp=0&ie=UTF8&daddr=47.9184,-123.3821&f=d&sll=47.9184,-123.3821&geocode=&t=p&saddr=&z=11&mra=mi",55.0,
2208,2208,,Spoon Creek Falls,Olympic Peninsula -- Olympia,"0.8 miles, roundtrip",200,3.00 out of 5,(4 votes) Log in to rate,[Dogs allowed on leash],,NR,,,,http://www.wta.org/go-hiking/hikes/spoon-creek-falls,"http://maps.google.com/maps?hl=en&sz=11&spn=0.288219,0.275345&mrsp=0&ie=UTF8&daddr=47.3538,-123.5652&f=d&sll=47.3538,-123.5652&geocode=&t=p&saddr=&z=11&mra=mi",5.0,
2209,2209,,Evans Lake,Central Cascades -- Stevens Pass - West,"1.0 miles, roundtrip",50,3.00 out of 5,(4 votes) Log in to rate,[Good for kids],,NR,,,,http://www.wta.org/go-hiking/hikes/evans-lake-1,"http://maps.google.com/maps?hl=en&sz=11&spn=0.288219,0.275345&mrsp=0&ie=UTF8&daddr=47.6589,-121.3230&f=d&sll=47.6589,-121.3230&geocode=&t=p&saddr=&z=11&mra=mi",10.0,
2210,2210,,Walupt Creek Loop,South Cascades -- Goat Rocks,"12.0 miles, roundtrip",1800,3.60 out of 5,(5 votes) Log in to rate,"[Lakes, Established campsites]",,Northwest Forest Pass required,,,,http://www.wta.org/go-hiking/hikes/walupt-creek-loop,"http://maps.google.com/maps?hl=en&sz=11&spn=0.288219,0.275345&mrsp=0&ie=UTF8&daddr=46.4231,-121.4713&f=d&sll=46.4231,-121.4713&geocode=&t=p&saddr=&z=11&mra=mi",7.0,
