title,region name,uid,average_rating,elevation_gain,highpoint,mileage,mileage_type,tripreport_count,campsites,coast,dogs_ok,foliage,kids_ok,lakes,mountains,old_growth,ridges,rivers,summits,waterfalls,wildflowers,wildlife
Mount Adams Highline,South Cascades -- Mount Adams Area,96ab19768353fc9d43ae5504a244df82,3.71428571429,1550.0,7750.0,22.2,1,31,0,0,0,0,0,1,1,0,0,0,0,0,1,0
South Tommy,Central Cascades,96b24d5d6d59982ebb044b5087065af5,3.25,None,None,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hummocks Trail,South Cascades -- Mount St. Helens,96de2f459b5db8db88ed991bf98cf224,3.83333333333,100.0,2500.0,2.4,1,110,0,0,0,0,1,0,1,0,0,1,0,0,1,1
Sky Country,Issaquah Alps -- Cougar Mountain,96ec0690c9fc138aba5069d9fb56b346,2.5,None,None,0.8,1,19,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Twin Lakes,Eastern Washington -- Okanogan Highlands/Kettle River Range,96f172f81474561d2e556ce2dd6ed3d7,3.0,325.0,2200.0,2.0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Shorthorn,South Cascades -- Mount Adams Area,96fb4eca566c730710f6eda08ad8ff85,3.8,1400.0,6100.0,5.6,1,7,0,0,1,0,0,0,1,0,0,0,0,0,1,0
Sand Ridge,South Cascades -- White Pass/Cowlitz River Valley,97183d4b63cc1d5823aafda073f189d3,1.8,2000.0,5400.0,8.9,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cameron-Lost Primitive,Olympic Peninsula -- Hood Canal,9722c669e86c4f02f5486213facbb0dd,3.25,None,None,None,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Fork Dosewallips River,Olympic Peninsula -- Hood Canal,972a2daebb991a672837d73f79b5b9e6,4.33333333333,2400.0,3600.0,15.8,1,95,1,0,0,1,0,0,1,1,0,1,0,1,1,0
Flat Creek,Central Cascades -- Entiat Mountains/Lake Chelan,97368903b690fe2bbc718876d4b96bf4,2.75,500.0,2000.0,11.0,1,2,1,0,0,1,0,0,1,1,0,1,0,0,0,0
Fort Columbia State Park - Scarborough Hill,Southwest Washington -- Long Beach Area,973b3704316cae14668d3883b94e3d8c,2.75,630.0,767.0,2.8,1,8,0,0,1,0,0,0,1,1,0,1,0,0,0,0
Freezer,Central Cascades -- Entiat Mountains/Lake Chelan,974bb2ef17ed4afca384acae4e31f86d,0.0,None,None,None,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Fork Teanaway River,Snoqualmie Region -- Salmon La Sac/Teanaway,97576aee2f421d9011c6569553b6a252,2.0,None,None,None,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Langus Riverfront Park,Puget Sound and Islands -- Seattle-Tacoma Area,9762e5823e16487ab17d7b52092ece6d,2.5,None,None,3.0,1,26,0,0,1,0,1,0,0,0,0,1,0,0,0,1
Oakland Bay Historical Park,Olympic Peninsula -- Olympia,976c22a09a0a40109b60113b22387a52,0.0,None,None,3.0,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
Lodge Lake,Snoqualmie Region -- Snoqualmie Pass,976de786cf9e6d790f1570008553741b,3.55555555556,500.0,3500.0,3.0,1,232,0,0,1,0,1,1,0,0,0,0,0,0,0,0
Hicks Butte,Snoqualmie Region -- Cle Elum Area,9777d699e74a423fbf3019693f472c12,0.0,None,None,None,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper Roaring Creek,Central Cascades -- Stevens Pass - East,97931b906d89729e0bc06365a8eb2ae7,2.5,None,6050.0,3.0,1,4,1,0,1,1,0,1,1,0,0,0,0,0,0,0
Meadow Loop Natures,Olympic Peninsula -- Northern Coast,97a0ad45df3779325e6b229f644d3e24,2.5,None,None,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holman Creek,North Cascades,97ad0b6ba39125012908275fea4a3bec,3.0,None,None,None,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
High Pass,Central Cascades -- Stevens Pass - East,97ad61b5a13d90e0157c65f4fed9ec10,2.83333333333,4500.0,7100.0,26.0,1,83,1,0,0,0,0,1,1,0,1,0,0,0,1,1
Monogram Lake,North Cascades -- North Cascades Highway - Hwy 20,97afb9c921055965ecec3a0cb49ab007,3.5,4675.0,5719.0,9.8,1,66,0,0,0,0,0,1,1,0,1,0,1,0,1,0
Willapa National Wildlife Refuge - Art Walk,Southwest Washington -- Long Beach Area,97b4994e0ac410a627aad7c7a20c274a,3.28571428571,200.0,225.0,0.75,1,8,0,0,0,0,0,1,0,1,0,0,0,0,0,1
Iverson Railroad Trail,Issaquah Alps -- Tiger Mountain,97d004458a8a7f781748b6b49de54018,2.83333333333,850.0,1750.0,3.0,1,70,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Wonderland Trail,Mount Rainier Area,97da3dab30864cac902e82daa0253ec5,5.0,22000.0,6750.0,93.0,1,322,1,0,0,0,0,1,1,1,1,1,0,1,1,1
Trapper Peak,North Cascades,97fa830f45804a1c94bee752ea878201,5.0,None,None,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comet Falls,Mount Rainier Area -- SW - Longmire/Paradise,97ffa66d6ca7bfc8a749b47b67dbd4a0,4.19444444444,1250.0,4875.0,3.8,1,297,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Logger Butte,North Cascades -- North Cascades Highway - Hwy 20,9800723c58d2353ffa00e887d4accdd4,3.5,None,None,None,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breezy Point,South Cascades,98020649e0997a3418aa9339153ef9fb,3.75,None,None,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Creek,North Cascades -- Methow/Sawtooth,982cee1ec58d61c9af2067bedb87e421,2.5,None,None,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clear Fork Trail,South Cascades -- Goat Rocks,983427391b2f4646b9ff6433ab9fa440,0.0,1200.0,4800.0,9.6,1,20,0,0,1,0,0,1,0,0,1,1,0,0,1,0
Northrup Canyon,Central Washington -- Grand Coulee,9837831fe6b47f2fcc7d157e56372f09,3.75,384.0,2134.0,3.0,1,97,0,0,0,0,0,1,0,0,0,0,0,0,1,1
Swift Creek (#244),South Cascades,98690d34e9342fbf8d91c398ebdf30e7,2.33333333333,1000.0,3500.0,4.8,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Skid Road,Issaquah Alps -- Cougar Mountain,986b162e1b8d4730bf4b9ce96b4c2746,0.0,None,None,None,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Revolution Peak,Snoqualmie Region -- North Bend Area,986b9cffea1fce81919e86dfbe24a19e,4.0,5454.0,4654.0,16.0,1,35,0,0,0,1,0,1,1,0,0,0,1,0,1,0
State Creek,North Cascades,989a4e45dcbe5c78779a1f24c581542a,3.33333333333,None,None,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Four Springs Nature Preserve,Puget Sound and Islands -- Whidbey Island,98bc75887b5b4592a77eeef8aa559cd4,3.0,None,None,4.0,4,22,0,0,1,0,1,1,0,0,0,0,0,0,0,1
Mount Spokane State Park - Trail 120,Eastern Washington -- Spokane Area/Coeur d'Alene,98da42707efc45ea86f13b93c333de6d,0.0,None,None,2.0,5,4,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Voodoo Peak,North Cascades -- North Cascades Highway - Hwy 20,98f02712bc6747cec1c67a68eeeddd23,0.0,None,5198.0,None,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Bench and Snow Lakes,Mount Rainier Area -- SE - Cayuse Pass/Stevens Canyon,98f0f6a59eb9b0d6cf81e56fd6176bcd,4.13333333333,610.0,4725.0,2.5,1,160,1,0,0,0,0,1,1,0,0,0,0,0,1,0
Mount Logan,North Cascades -- North Cascades Highway - Hwy 20,98f9e20c7d220755449827a9ad1677b4,3.5,None,None,None,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hawks Prairie Reclaimed Water Ponds,Puget Sound and Islands -- Seattle-Tacoma Area,9920a0c83e3843a3a08d8a347374f25e,4.0,0.0,None,1.0,4,5,0,0,1,0,1,1,0,0,0,0,0,0,1,0
Dutch Miller Gap East Side,Snoqualmie Region,9926183e94ab88ee19cf8613524800f9,3.2,None,None,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lone Lake,Eastern Washington -- Spokane Area/Coeur d'Alene,992d911c7b754b569e80f04a0f00f564,0.0,None,None,None,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glacier Basin Loop,Mount Rainier Area -- NE - Sunrise/White River,9938bb149f974109a96a2fff71c6f557,5.0,3100.0,7400.0,11.5,1,36,1,0,0,0,0,1,1,0,0,0,1,0,1,0
Little Boulder,North Cascades,99405a5e0de8c6134fae379dd40a9afe,3.66666666667,None,None,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mickinnick Trail,Eastern Washington -- Spokane Area/Coeur d'Alene,99498738558a42e4b6934b70b4bf9ae5,0.0,2150.0,4300.0,7.0,1,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0
East Fork Quinault River,Olympic Peninsula -- Pacific Coast,99514826e74837338a3c8195616e341e,3.6,None,None,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lillian Ridge,Olympic Peninsula -- Northern Coast,995b45a6b145a940a58e0f5b4560ec36,4.0,200.0,6100.0,4.0,1,59,0,0,0,0,1,0,1,0,1,0,0,0,0,0
Lake George,Mount Rainier Area -- SW - Longmire/Paradise,996034ef5388ba33b9b3c8373d3b1ce3,3.0,930.0,None,9.2,1,54,1,0,0,0,1,1,1,1,0,1,0,1,0,0
Headquarters Trail,Eastern Washington -- Selkirk Range,996a200b34844ed097f24b7865b69989,0.0,None,None,0.5,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
West Rattlesnake Hills,Central Washington -- Yakima,99a2790d89654406ada5a47ab6246ef7,0.0,None,None,None,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peabody Creek Trail,Olympic Peninsula -- Northern Coast,99b4e37a61524c63b05e8e016f93fdc0,3.5,800.0,1100.0,5.6,1,26,0,0,1,0,1,0,0,0,0,1,0,0,1,0
Icicle River Road Snowshoe,Central Cascades -- Leavenworth Area,99d313150235448cb818b06f41fcc366,0.0,None,None,None,1,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Cameron Pass,Olympic Peninsula -- Hood Canal,99e60e02f9b07dde5deb95ede5daa97f,2.5,None,None,None,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Louis Lake,North Cascades -- Methow/Sawtooth,99ebd7f9735623523d1b52bbf91cc824,3.4,2240.0,5360.0,9.8,1,31,1,0,0,0,0,1,1,1,0,0,0,0,1,0
Moose Lake,Olympic Peninsula -- Northern Coast,99fa7dc13696454ebc73bb9f2189364e,4.33333333333,1500.0,None,8.2,1,42,1,0,0,0,0,1,1,0,1,0,0,0,1,0
Mount Grant Preserve,Puget Sound and Islands -- San Juan Islands,9a0923ec508243dd9b6089b2c52e7c95,5.0,900.0,900.0,4.6,4,3,0,1,1,1,1,0,1,0,1,0,1,0,1,0
Dickey Creek,Snoqualmie Region -- Salmon La Sac/Teanaway,9a3c4246b1504321beb01b5747917830,0.0,None,None,None,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ptarmigan Peak,North Cascades -- Pasayten,9a5fbd42e2ff44739692814a48ee0a3f,0.0,None,8614.0,None,1,2,0,0,0,0,0,0,1,0,0,0,1,0,1,0
Sawtooth Ridge,Eastern Washington -- Palouse and Blue Mountains,9a63da4050feaa237a7ef41069b43f1c,2.66666666667,500.0,5500.0,8.0,1,10,0,0,0,0,1,0,1,0,1,0,0,0,1,0
Gopher Mountain,Central Cascades -- Entiat Mountains/Lake Chelan,9a688117f51b4eebba00967a974bd5ef,0.0,None,8001.0,None,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0
Keenes Trail,South Cascades,9a6f9b9a55f687af4ca36d2bbe920930,3.25,None,None,None,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Three Corner Rock,Southwest Washington -- Columbia River Gorge - WA,9a7b79d6d562a73835f5d309f5fdfa02,3.5,800.0,3550.0,4.4,1,30,0,0,1,0,0,0,1,0,0,0,1,0,1,0
Dutch Miller Gap,Snoqualmie Region -- Snoqualmie Pass,9a7ce60f73a496f91d56b5cbc25718c6,3.6,None,None,None,1,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steptoe Butte State Park Heritage Site ,Eastern Washington -- Palouse and Blue Mountains,9a95743ccbbd441381cd6a8b159814b0,5.0,None,3612.0,None,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
Jumpoff Ridge,Central Cascades -- Stevens Pass - West,9a9b7f496c6e2402e8f2fbd4c94e67ab,1.0,1800.0,2600.0,8.0,1,28,0,0,0,1,0,0,1,0,1,0,0,0,0,0
Mount Catherine,Snoqualmie Region -- Snoqualmie Pass,9b069ca93289ea6ae20a0e6be3875504,4.14705882353,1330.0,5052.0,3.0,1,405,0,0,1,0,1,0,1,0,0,0,1,0,1,0
Goat Island,Puget Sound and Islands -- Bellingham Area,9b0c419f5f1e4fe9aa07c6164b62aefb,0.0,None,None,None,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Squaw Saddle,Central Washington -- Wenatchee,9b471b7c328f16ef5d6f7fcdfb0b85d7,3.71428571429,900.0,2000.0,2.5,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
Vic Meadows,North Cascades,9b4e295ac307b19e18b174b8a821b74c,4.0,None,None,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Surprise Lake,Mount Rainier Area -- NW - Carbon River/Mowich,9b5c592ecd584f9999b7f5cf9c5db17d,0.0,None,4406.0,4.0,1,16,1,0,1,0,0,1,1,0,0,0,0,1,0,0
Ludden Peak,Olympic Peninsula -- Northern Coast,9b71dbaad90922038744ce5a467435d2,3.8,None,None,None,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clark Mountain,Snoqualmie Region,9b75fe3a08de015ceda105682c31181d,3.25,None,None,None,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seattle Walla Walla Railroad Grade,Issaquah Alps,9b857a602a68957183a20c8e3ce0471d,2.75,None,None,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Castle Rock,Central Washington -- Wenatchee,9b9e1516f48a47f78aaf693dd91b8706,4.0,None,None,None,1,9,0,0,1,0,1,0,1,0,0,0,0,0,1,1
Clallam Bay Spit,Olympic Peninsula -- Northern Coast,9b9eb5838afc96540b9da1c1dc659bcb,2.75,None,None,None,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Laughingwater Creek to Three Lakes,Mount Rainier Area -- SE - Cayuse Pass/Stevens Canyon,9bb57765dba4e578fd71f09f5829b177,3.0,2800.0,4880.0,12.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Rainbow-McAlester Loop,North Cascades -- North Cascades Highway - Hwy 20,9bc499ee819c4336b7859492590f7fac,0.0,6650.0,6300.0,31.5,1,10,1,0,0,0,0,1,0,0,1,0,0,0,1,1
Ira Spring Wetland,Olympic Peninsula -- Pacific Coast,9bcbd39e802b4e4ca8800f381cc47e76,0.0,300.0,400.0,2.9,1,3,0,0,1,0,1,0,0,1,0,1,0,0,0,1
Talus Loop,Snoqualmie Region -- North Bend Area,9bd0c58bbca5859b0b490671dc78a124,3.4375,1400.0,2100.0,3.6,1,196,0,0,1,0,0,0,1,1,0,1,0,0,0,0
Frosty Creek,North Cascades,9bf6e91f71345940d7b7ae45b9849833,2.0,None,None,None,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clackamas Mountain,Eastern Washington -- Okanogan Highlands/Kettle River Range,9c24e1bbef1372828280f2f9cdb92d9e,4.33333333333,None,None,10.0,1,5,0,0,1,0,0,0,1,0,0,0,0,0,0,1
Lookout Tree,North Cascades -- Mountain Loop Highway,9c352456b1cf4fe094ea8b2320fa7294,0.0,200.0,1200.0,0.6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Forks of Canyon Creek,North Cascades -- Mountain Loop Highway,9c36f6909db4a4217fe43ecb88df6255,3.66666666667,None,None,None,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Summerland - Panhandle Gap,Mount Rainier Area -- NE - Sunrise/White River,9c48e1e0a4d5d1620afb3a98b09f22be,4.59090909091,2950.0,6800.0,12.0,1,624,1,0,0,1,0,1,1,1,1,0,0,1,1,1
Tieton River Meadows Snowshoe,South Cascades -- Goat Rocks,9c4c688b25cc9d01a35397fff6e76860,4.0,350.0,3500.0,10.0,1,6,0,0,1,0,1,0,1,0,0,1,0,0,1,1
Quartz Creek/Lake Blethen,Snoqualmie Region,9c4fa4455170203351a7fdcff4edc477,2.16666666667,2550.0,3700.0,11.0,1,33,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cascade Creek,Snoqualmie Region -- Salmon La Sac/Teanaway,9c5025e3cd0d070a12fb7c4a96964aa7,2.5,2400.0,6000.0,2.4,5,7,0,0,1,1,0,0,1,0,1,1,0,0,0,0
Dingford Creek-Hester Lake,Snoqualmie Region -- North Bend Area,9c526d026b10febf395d924b3909ca9d,3.375,2600.0,3900.0,11.0,1,98,0,0,1,0,0,1,1,1,0,1,0,0,0,0
Red Mountain Lookout,South Cascades -- Mount Adams Area,9c683da312b8a6bfdfa307041d75bcf1,3.5,None,4968.0,8.0,1,11,0,0,1,0,1,0,1,0,0,1,1,0,1,0
Troublesome Creek Nature,Central Cascades -- Stevens Pass - West,9c8e8e97999ca6a1a09f194b38aec917,2.66666666667,None,None,None,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Granite Mountain (Mount Baker),North Cascades -- Mount Baker Area,9c9b8e6ff5284724896bd85c0b46926f,0.0,None,None,None,1,16,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Silver Shadow Trail,Southwest Washington -- Vancouver Area,9ca0323cd30149b98f42dd33f92cf4e2,0.0,None,None,3.0,5,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1
Snowgrass Flat,South Cascades -- Goat Rocks,9cbd25a2f6eaaf01a2198e853f18e399,4.31818181818,1600.0,5800.0,8.2,1,311,1,0,1,0,0,0,1,0,0,0,0,0,1,0
Anderson Butte,North Cascades -- North Cascades Highway - Hwy 20,9cc6f144c093643d589ea7c2217b84a7,3.375,1000.0,5380.0,3.0,1,48,0,0,1,0,0,0,1,0,0,0,1,0,1,0
Dry Creek Falls,Southwest Washington -- Columbia River Gorge - OR,9ce7a7cc2e064f1fa2f575d2706e0efd,3.4,860.0,870.0,4.6,1,15,0,0,1,0,1,0,0,0,0,0,0,1,1,0
Eastside Trail,Mount Rainier Area -- SE - Cayuse Pass/Stevens Canyon,9ceeb7df0ea6616ded11b821d7d037af,3.0,None,None,None,1,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leadbetter Point State Park - Dune Forest Loop,Southwest Washington -- Long Beach Area,9cef7cd18cc0877747798ac0fb51d67d,1.8,60.0,35.0,2.9,1,26,0,1,1,1,1,0,0,0,0,0,0,0,0,1
Shepperd's Dell State Natural Area,Southwest Washington -- Columbia River Gorge - OR,9d0676064f3a47bf9dab1b6b90e77fe6,0.0,None,None,None,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0
Wahkeena Trail,Southwest Washington -- Columbia River Gorge - OR,9d22474e26138cf80efe7b18c44dc27a,4.33333333333,None,None,None,1,15,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Salmo Cabin,Eastern Washington -- Selkirk Range,9d349dfbcaae1d180adbd4d1d696a0dd,3.0,None,None,None,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1
Capitol State Forest - Bob Bammert Grove Loop,Olympic Peninsula -- Olympia,9d66ea17e636481da6c60b1ce3161dd8,0.0,300.0,560.0,1.1,1,12,0,0,1,1,1,0,0,1,0,0,0,0,0,0
Andrews Peak,Mount Rainier Area -- NW - Carbon River/Mowich,9d79b3bf7f09401e9341e8da3ecf5820,0.0,None,None,None,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Horseshoe Bend,North Cascades -- Mount Baker Area,9d7d4c019c5136565e15567f0dc94565,3.5,220.0,1200.0,2.4,1,94,0,0,1,1,1,0,0,1,0,1,0,0,1,0
Soda Springs Big Trees,Central Cascades -- Stevens Pass - East,9d84df2f89896e9e9db41f28155aeb82,2.25,50.0,2250.0,0.5,1,7,1,0,0,0,1,0,0,1,0,1,0,0,0,1
Lake of the Angels,Olympic Peninsula -- Hood Canal,9d8fbfbbf3d58d17ae4a5d6bdc062791,4.52173913043,3400.0,4950.0,7.0,1,302,0,0,0,0,0,1,1,0,0,0,0,1,1,1
Lover's Lane Loop,Olympic Peninsula -- Northern Coast,9d98f4120850253e194febf9d9ef13b3,3.5,480.0,2000.0,5.8,1,33,1,0,0,1,1,0,0,1,0,1,0,1,0,0
Camp Schurman,Mount Rainier Area,9db890c2566e05b0f75dc2a81b22893f,5.0,None,None,None,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stairway to Heaven,Central Washington -- Wenatchee,9ddf5d0e4137424180a2572b745a5b06,0.0,None,None,9.7,1,7,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Anderson Mountain,Puget Sound and Islands -- Bellingham Area,9de56dbe4e1287e64356035278447d51,2.5,None,None,None,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
China Creek,Issaquah Alps -- Cougar Mountain,9e17406788a342bbdd15dcbfce52a02a,3.4,None,None,None,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Little Mashel Falls - Pack Forest,Puget Sound and Islands -- Seattle-Tacoma Area,9e322e47a7344ddc8075f1829def3430,3.95833333333,500.0,1100.0,5.0,1,209,0,0,0,0,0,0,0,1,0,1,0,1,0,1
Mount Thomson,Snoqualmie Region -- Snoqualmie Pass,9e3f60d08ca942008c0701ca3f79d587,0.0,None,None,None,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gypsy Peak,Eastern Washington -- Selkirk Range,9e691373e86c4992a3ba9087182f892b,0.0,1750.0,7309.0,16.0,1,5,0,0,1,0,0,1,1,0,0,0,0,0,0,1
Fallen Leaf Lake,Southwest Washington -- Vancouver Area,9e79340a809542ba842e7530c69925ae,0.0,None,None,1.4,1,5,0,0,1,0,1,1,0,0,0,0,0,0,0,1
Rowley's Chasm,North Cascades,9ea3b0c65d0980470c4809f6867f9857,1.33333333333,None,None,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Tursi Trail,Puget Sound and Islands -- Bellingham Area,9eb6d892491a42d381eb1f4620bf3db5,3.5,600.0,None,2.2,1,35,0,1,1,0,1,0,0,1,1,0,0,0,0,1
Mount Price,Snoqualmie Region -- North Bend Area,9eb77851061c42509a9152d42b8f84f8,0.0,4500.0,5000.0,13.5,1,3,0,0,0,0,0,0,1,0,1,1,1,0,0,0
Palisades Lakes,Mount Rainier Area -- NE - Sunrise/White River,9ebde6d90c9d24f86a2ef7dff29e0d8c,3.65,1800.0,6150.0,7.0,1,214,0,0,0,0,1,1,1,0,0,0,0,0,1,1
Rattlesnake Trail,Mount Rainier Area -- Chinook Pass - Hwy 410,9ebf686078da41a98aa090de47cadb61,0.0,300.0,3000.0,6.0,1,8,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Snow Bowl Hut Snowshoe,Mount Rainier Area -- SW - Longmire/Paradise,9ec301d4759eb8bd7fa4e9191d31703a,5.0,2000.0,4300.0,8.5,1,56,0,0,1,0,0,0,1,0,1,0,0,0,0,0
Dome Peak,North Cascades,9ec32fdd7a3c40b0acd9df4e6e9f8a96,0.0,8132.0,8920.0,None,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
The Castle,Mount Rainier Area,9edc7781d12a25ce90930f4634b95b0f,4.0,None,None,None,1,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Chinook Pass Snowshoe,Mount Rainier Area -- Chinook Pass - Hwy 410,9edcd405cfcafecd4ff285b5e55aec47,3.25,None,None,None,1,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"East Moscow Mountain, Idaho",Eastern Washington -- Palouse and Blue Mountains,9ee0bc22ec3c4982a5bbbcb6d825db57,0.0,900.0,4721.0,4.4,1,3,0,0,0,0,1,0,1,0,0,0,1,0,0,1
Lily Lake,South Cascades -- White Pass/Cowlitz River Valley,9ef9aedef17895d2a0bf947e3c2762a9,1.8,None,None,None,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Skyline Divide,North Cascades -- Mount Baker Area,9f058ebe32bbd39e721a558c3aa7edf2,4.54166666667,2500.0,6563.0,9.0,1,565,0,0,1,0,0,0,1,0,1,0,0,0,1,0
Chadwick Hill,Puget Sound and Islands -- San Juan Islands,9f0c572afd224dac9e62926658640aeb,5.0,None,None,None,1,7,0,0,1,0,1,0,1,0,0,0,0,0,0,1
Antoine Peak Conservation Area - Summit Loop,Eastern Washington -- Spokane Area/Coeur d'Alene,9f133089a1234b588b302f058129eb3d,0.0,600.0,None,5.5,1,25,0,0,1,0,0,0,1,0,0,0,1,0,0,0
Steliko Ridge,Central Cascades,9f3de5332f9b9e9a9595a5cfa87d4fd1,2.75,None,None,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lake Sally Ann,Central Cascades -- Stevens Pass - East,9f4705733ec6f8fced45faab6803cd85,1.0,2530.0,5528.0,None,1,18,1,0,1,0,0,1,1,0,1,1,1,0,0,1
Millersylvania State Park,Olympic Peninsula -- Olympia,9f5439552ea94f26d64769ded7c40293,3.75,105.0,395.0,6.0,1,77,1,0,1,1,1,1,0,1,0,0,0,0,1,0
Teanaway Ridge,Snoqualmie Region -- Salmon La Sac/Teanaway,9f62700b7102c48ab1fa82b11a3325d0,3.0,1900.0,5489.0,6.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Lewis Creek Park,Issaquah Alps -- Cougar Mountain,9f662c95cf404e62842a3105ba2a671d,0.0,None,None,2.3,4,4,0,0,1,0,1,0,0,0,0,1,0,0,0,1
Bear Lake,Eastern Washington -- Spokane Area/Coeur d'Alene,9f67e55ad9ac9c955d54697cf9429f06,3.4,None,None,None,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hobart - Middle Tiger Railroad Trail,Issaquah Alps -- Tiger Mountain,9f722078eff0bdd8087641442e48d360,3.5,1550.0,2180.0,10.2,1,15,0,0,1,1,1,0,1,0,0,0,0,0,1,1
Tunnel Creek - Dosewallips Trailhead,Olympic Peninsula -- Hood Canal,9f7ec7d06afb496c8659bf37e5c54729,4.0,4550.0,5050.0,6.4,1,64,0,0,1,0,0,0,1,1,1,1,0,0,0,0
Allen Mountain,South Cascades -- White Pass/Cowlitz River Valley,9f84ee7023c6f410a95be9f24cec2a5f,4.0,None,None,None,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mount St. Helens - Monitor Ridge,South Cascades -- Mount St. Helens,9f872339dadd0bc361d3dae48f814251,4.38235294118,4500.0,8365.0,10.0,1,609,0,0,0,1,0,0,1,0,1,0,1,0,1,0
Old Sauk River Trail,North Cascades -- Mountain Loop Highway,9f8d2e90ff59e0cd389bc3c4765df9f6,2.96428571429,150.0,800.0,6.0,1,268,0,0,1,1,1,0,0,1,0,1,0,0,0,1
Anti-Aircraft Peak Loop,Issaquah Alps -- Cougar Mountain,9f98a3a763345fb91ad594fc4acc6d11,3.0,450.0,1380.0,4.75,1,147,0,0,1,1,1,0,1,0,1,0,0,0,1,1
