,hike_name,hike_id,numReports,total_dist,elevation gain,time_from_seattle,Wildlife,Rivers,Summits,Good for kids
1476,Dansville-Georgetown Trail System,1476,3.0,3.0,200.0,41.25,0,0,0,0
1477,Washington Park Arboretum,1477,21.0,5.0,50.0,11.2166666667,0,0,0,1
1478,City Hall to Pike Place,1478,3.0,,,4.91666666667,0,0,0,0
1479,Curry Preserve,1479,1.0,,,143.1,0,0,0,0
1480,Downtown Bellevue Park,1480,1.0,,,,0,1,0,1
1481,Kelsey Creek Park Nature Trails,1481,1.0,1.7,194.0,,0,0,0,1
1482,Elliott Bay Trail,1482,5.0,,,,0,0,0,1
1483,Ruby Mountain,1483,14.0,17.0,6300.0,152.3,0,0,1,0
1484,Olympic Adventure Route,1484,1.0,,,,0,0,0,0
1485,Owl Mountain,1485,1.0,,,,0,0,0,0
1486,Fire and Ice Trail,1486,3.0,0.5,100.0,165.65,0,0,0,0
1487,Aurora Creek,1487,4.0,6.8,3670.0,193.166666667,0,0,0,0
1488,Foster and Marsh Island Loop,1488,11.0,,,10.0833333333,1,0,0,1
1489,Palisades Park,1489,1.0,7.0,500.0,255.516666667,1,0,0,1
1490,Rock Creek - Red Pass Loop,1490,3.0,17.0,5600.0,53.65,0,1,0,0
1491,Ragged Ridge,1491,1.0,15.1,3000.0,,1,0,1,0
1492,Jug Lake,1492,12.0,7.4,1485.0,147.5,0,0,0,0
1493,Chamna Natural Preserve,1493,4.0,3.0,350.0,248.066666667,1,0,0,0
1494,East Rim Waterworks Canyon,1494,22.0,,,148.833333333,0,0,0,0
1495,Mount Angeles,1495,21.0,6.25,1254.0,176.9,0,0,1,0
1496,Horan Natural Area,1496,9.0,2.5,640.0,147.033333333,0,0,0,1
1497,Horse Lake Reserve,1497,9.0,,,158.316666667,1,0,1,1
1498,Norway Pass,1498,67.0,4.4,860.0,186.816666667,0,0,0,0
1499,Swofford Pond,1499,1.0,,,,0,0,0,0
1500,Lower Falls Creek Trail,1500,24.0,5.0,800.0,234.116666667,0,1,0,1
1501,Bourdeaux Ghost Town,1501,3.0,,,82.65,0,0,0,0
1502,Potholes Wildlife Area - Dunes Ramble,1502,3.0,4.0,1100.0,168.216666667,1,0,0,1
1503,Lakes Basin Loop,1503,1.0,,,,0,0,0,0
1504,Grouse Mountain,1504,1.0,,,,0,0,0,0
1505,Timothy Lake Loop,1505,1.0,,,,0,0,0,0
1506,Rain Shadow Loop,1506,8.0,0.5,170.0,178.783333333,0,0,1,0
1507,"Everett Arboretum, Grand Ave Park, Everett Community College, Legion Park",1507,7.0,,,39.5333333333,1,0,0,0
1508,Silver Lake Loop to McCullum Park,1508,2.0,,,,0,0,0,0
1509,North Trail,1509,1.0,,,,0,0,0,0
1510,Cold Springs Trail,1510,1.0,,,,0,0,0,0
1511,Interurban Trail (South),1511,1.0,,,,0,0,0,0
1512,Lake Constance,1512,44.0,4.0,3300.0,,0,0,0,0
1513,Madison Falls,1513,5.0,,,,0,0,0,1
1514,Capitol State Forest - Bob Bammert Grove Loop,1514,3.0,,,105.833333333,0,0,0,1
1515,Bertha May and Granite Lakes,1515,4.0,4.0,200.0,128.533333333,0,0,0,1
1516,Kamiak Butte,1516,12.0,3.5,900.0,269.083333333,1,0,0,0
1517,Deep Lake,1517,4.0,5.0,900.0,,0,0,0,1
1518,Shellrock Lake,1518,20.0,10.0,1900.0,143.966666667,0,0,0,0
1519,Deer and Sand Lake,1519,27.0,5.2,960.0,144.55,0,0,0,0
1520,Fortune Ponds,1520,18.0,13.0,2700.0,109.816666667,0,0,0,0
1521,Red Mountain,1521,96.0,2.0,700.0,142.266666667,0,0,0,0
1522,North Fork Skokomish River and Flapjack Lakes,1522,94.0,15.0,3200.0,131.5,0,0,0,0
1523,Hungry Mountain,1523,1.0,8.4,2180.0,,1,0,1,1
1524,Eagle Peak Saddle,1524,51.0,7.0,2910.0,124.733333333,1,0,0,0
1525,Badger Peak,1525,6.0,1.75,700.0,195.983333333,0,0,0,0
1526,Craggy Peak,1526,3.0,11.0,1800.0,253.15,0,0,0,0
1527,Antoine Peak Conservation Area - Summit Loop,1527,7.0,5.5,600.0,267.883333333,0,0,0,0
1528,Antoine Peak Conservation Area,1528,9.0,9.0,732.0,267.583333333,1,0,1,1
1529,Tucannon River - Rattlesnake Loop,1529,1.0,21.0,2700.0,324.05,1,1,1,0
1530,Deep Ravine Loop Trail,1530,0.0,2.0,200.0,254.116666667,0,0,0,1
1531,Chief Sealth Trail,1531,1.0,,,,0,0,0,0
1532,Wynoochee Falls,1532,4.0,,,171.733333333,0,0,0,0
1533,West Tiger Four-Summit Loop,1533,2.0,9.6,2830.0,23.9833333333,1,0,1,0
1534,Marckworth Forest,1534,4.0,,,63.3,0,0,0,0
1535,Sa Teekh Wa Trail,1535,2.0,,,218.833333333,1,0,0,1
1536,Twisp River Rearing Ponds,1536,1.0,,,230.633333333,0,0,0,1
1537,Leecher Mountain Lookout,1537,2.0,2.4,5008.0,,0,0,0,0
1538,Stormy Mountain Summit,1538,3.0,13.0,5500.0,199.816666667,0,0,0,0
1539,St'auk Mountain,1539,1.0,,,100.266666667,0,0,0,0
1540,UW Bothell-Cascadia Community College Wetlands,1540,1.0,,,,0,0,0,0
1541,Castle Ridge,1541,0.0,,,,0,0,0,0
1542,Lost Lake #78,1542,2.0,,,,0,0,0,0
1543,Scriber Lake,1543,1.0,,,,0,0,0,0
1544,Robinswood Park,1544,1.0,,,,0,0,0,0
1545,Columbia River Waterfront Renaissance Trail,1545,1.0,,,,0,0,0,0
1546,Oxbow Regional Park,1546,1.0,,,,0,0,0,0
1547,Camano Island State Park,1547,30.0,2.5,200.0,83.0666666667,0,0,0,1
1548,Kayak Point Park,1548,5.0,,,56.2,0,0,0,1
1549,Quarry,1549,46.0,,,31.6833333333,0,0,0,0
1550,Chinook Trail,1550,4.0,2.4,1340.0,189.6,0,0,0,0
1551,Spokane Gulch,1551,2.0,,,,0,0,0,0
1552,Sahale Peak,1552,1.0,,,170.616666667,0,0,0,0
1553,Mount Leona,1553,2.0,,,,0,0,0,0
1554,Colchuck Peak,1554,6.0,,,,0,0,0,0
1555,North Fork Quinault River,1555,9.0,,,,0,0,0,0
1556,Stiletto Lake,1556,5.0,,,,0,0,0,0
1557,Salmon Creek Trail,1557,13.0,5.0,30.0,152.5,0,0,0,1
1558,Catherine Creek - Natural Arch,1558,9.0,2.1,250.0,,0,0,0,1
1559,Bullion Basin,1559,34.0,7.0,1500.0,102.7,0,0,0,0
1560,Mine Road Trail,1560,10.0,4.0,650.0,81.4166666667,0,0,0,0
1561,Pacific Northwest Trail,1561,16.0,,,76.65,0,0,0,0
1562,Mary E. Theler Wetlands Nature Preserve,1562,15.0,3.5,50.0,75.0833333333,0,0,0,1
1563,Hardy and Rodney Falls,1563,11.0,3.5,1200.0,190.366666667,0,0,0,0
1564,Mount Spokane - Hay Ridge Loop,1564,1.0,,,314.383333333,0,0,1,1
1565,Mount Spokane - Trail 130,1565,21.0,,,293.95,1,0,0,1
1566,Mount Spokane - Trail 110/140 Loop,1566,4.0,6.0,1100.0,314.383333333,0,0,0,0
1567,Mount Spokane - Trail 110,1567,9.0,7.5,1750.0,,1,0,0,0
1568,Oregon Butte,1568,13.0,6.0,987.0,339.516666667,1,0,0,0
1569,Feryn Ranch Conservation Area,1569,2.0,,,272.966666667,1,0,0,1
1570,Kachess Lake,1570,11.0,1.0,50.0,71.7833333333,0,0,0,1
1571,Deception Crags,1571,1.0,1.0,250.0,47.2833333333,0,0,0,0
1572,Mount Gardner,1572,25.0,12.0,1500.0,62.5833333333,1,0,0,0
1573,Cave Ridge,1573,23.0,,,,0,0,0,0
1574,Alpine Lookout,1574,50.0,10.0,2600.0,136.883333333,1,0,0,0
1575,Rainier View,1575,22.0,2.4,300.0,114.666666667,1,0,0,1
1576,Old Sauk ADA Loop,1576,8.0,1.0,200.0,89.1833333333,0,0,0,1
1577,Lake Wenatchee State Park,1577,6.0,2.5,75.0,137.883333333,0,0,0,1
1578,Goat Island Mountain,1578,12.0,13.0,3700.0,106.733333333,0,0,1,0
1579,Esmeralda Peak (Esmerelda),1579,14.0,,,137.783333333,0,0,0,0
1580,Hawkins Mountain,1580,21.0,10.0,3360.0,121.116666667,0,0,1,0
1581,Lighthouse Marine Park,1581,1.0,,,144.133333333,0,0,0,1
1582,Monument Park,1582,1.0,0.25,135.0,145.4,0,0,0,1
1583,Lily Point Park,1583,1.0,,,143.25,1,0,0,1
1584,Chewelah Peak,1584,1.0,4.0,1851.0,323.466666667,1,0,0,0
1585,Canoe Peak,1585,5.0,3.0,3600.0,,0,0,0,0
1586,Patos Island,1586,1.0,1.5,30.0,225.133333333,1,0,0,1
1587,Pilchuck Tree Farm,1587,4.0,4.75,800.0,,1,0,0,0
1588,Mount Spokane State Park - Quartz Mountain,1588,3.0,,,314.383333333,0,0,0,0
1589,Shoe Lake,1589,31.0,14.0,2200.0,143.066666667,1,0,0,0
1590,Denman Falls,1590,1.0,,,102.333333333,0,0,0,0
1591,Greenbank Farm,1591,5.0,3.0,275.0,133.366666667,0,0,0,1
1592,Green to Cedar River Trail,1592,8.0,5.56,50.0,40.25,1,0,0,1
1593,Breeden Road - Wall Lake,1593,0.0,8.0,100.0,,0,0,0,0
1594,Natapoc Mountain,1594,3.0,10.0,2124.0,135.833333333,0,0,0,0
1595,Jester Mountain,1595,3.0,4.5,628.0,106.4,0,0,0,0
1596,Headquarters Trail,1596,0.0,,,344.316666667,0,0,0,1
1597,McDowell Marsh Environmental Education Trail,1597,1.0,,,344.366666667,0,0,0,1
1598,Log Flume,1598,1.0,,,339.216666667,0,0,0,0
1599,Black Canyon,1599,89.0,7.0,1250.0,154.883333333,1,0,0,0
1600,Pretzel Tree Trail,1600,13.0,0.3,350.0,29.6,0,0,0,1
1601,Florence Peak,1601,7.0,8.0,3700.0,80.3166666667,0,0,0,0
1602,Squak Mountain Access Trail,1602,21.0,,,25.7166666667,0,0,0,0
1603,McGee Ranch,1603,1.0,,,,0,0,0,0
1604,Chadwick Hill,1604,3.0,,,,1,0,0,1
1605,Point Colville,1605,1.0,,,,0,0,0,1
1606,Dog Mountain (North Fork Snoqualmie),1606,29.0,9.0,3800.0,100.833333333,1,1,1,0
1607,Seeley Lake Park,1607,1.0,,,45.75,1,0,0,1
1608,Mount Pickett,1608,2.0,3.0,700.0,235.6,0,0,1,0
1609,Little Ranger Peak,1609,38.0,12.0,2500.0,89.25,1,0,0,1
1610,Westport Light Trail,1610,5.0,,,137.216666667,0,0,0,1
1611,Harris Lake Trail,1611,1.0,8.0,1300.0,66.9833333333,0,0,0,0
1612,Fifteenmile Creek Railroad Grade,1612,11.0,,,50.5166666667,0,0,0,0
1613,Dry Creek,1613,5.0,7.0,2800.0,141.016666667,0,0,0,0
1614,East Ridge Trail,1614,14.0,,,28.0333333333,1,0,0,0
1615,May Valley Trail,1615,47.0,,,29.6,1,1,0,0
1616,East Side Trail,1616,29.0,,,26.9666666667,1,0,0,0
1617,Summit Trail,1617,16.0,,,45.3833333333,0,0,0,0
1618,Coal Mine,1618,12.0,,,28.3166666667,1,0,0,0
1619,Central Peak,1619,86.0,1.8,2025.0,30.3333333333,1,0,1,0
1620,Bullitt Gorge,1620,28.0,,,45.2833333333,1,0,0,1
1621,West Peak,1621,18.0,,,34.0833333333,1,0,0,1
1622,Phil's Creek,1622,34.0,,,44.7666666667,1,0,0,1
1623,Perimeter Loop Trail,1623,29.0,,,41.25,1,0,0,1
1624,Old Griz,1624,18.0,,,45.3666666667,1,0,0,1
1625,Bullitt Access Trail,1625,46.0,,,25.0166666667,0,0,0,0
1626,Chybinski Loop,1626,35.0,,,28.35,0,0,0,0
1627,North Lost Lake Trail,1627,14.0,,,87.7333333333,0,1,0,1
1628,Whiskey Dick Wildlife Area - Bitterroot Trail,1628,3.0,1.0,185.0,151.1,0,0,0,0
1629,Whiskey Dick Wildlife Area - Backcountry Trail,1629,8.0,0.8,80.0,151.1,0,0,0,0
1630,Whiskey Dick Wildlife Area - Bluebird Trail,1630,5.0,1.7,315.0,151.1,1,0,0,0
1631,Whiskey Dick Wildlife Area - Ridgeline Solar Trail,1631,2.0,2.4,320.0,151.1,0,0,1,0
1632,Iron Goat Trail Snowshoe,1632,5.0,,,93.65,0,0,0,0
1633,Deschutes River,1633,3.0,4.6,650.0,,1,0,0,0
1634,Big Chief Mountain,1634,4.0,,,,0,0,0,0
1635,Big Tree Ridge,1635,14.0,,,19.3,0,0,0,1
1636,Puget Power,1636,9.0,,,19.85,0,0,0,1
1637,Gombu Wilderness Cliffs,1637,41.0,,,28.5666666667,0,0,0,0
1638,Far Country,1638,19.0,,,,1,0,0,1
1639,Deer Ridge,1639,46.0,10.4,2800.0,139.833333333,0,0,0,0
1640,Big Cedar Tree,1640,3.0,0.5,80.0,160.8,0,0,0,0
1641,Old Pass Hill,1641,3.0,,,101.866666667,0,0,0,0
1642,Nolte State Park,1642,7.0,,,56.6833333333,1,0,0,1
1643,Cairn Hill,1643,1.0,5.0,850.0,102.3,0,0,1,0
1644,Protector Trail,1644,6.0,,,27.3166666667,0,0,0,0
1645,No Name,1645,1.0,,,23.4166666667,0,0,0,0
1646,By Pass Trail,1646,25.0,,,24.9666666667,0,0,0,0
1647,Red Cedars,1647,5.0,,,22.3333333333,0,0,0,0
1648,White Salmon Road Snowshoe,1648,1.0,,,155.766666667,0,0,0,0
1649,Ames Lake Forest,1649,3.0,,,37.85,0,0,0,0
1650,Bear Ridge,1650,20.0,,,21.1,0,0,0,0
1651,Nike Horse Trail,1651,21.0,,,24.9666666667,0,0,0,0
1652,Mine Shaft Trail,1652,15.0,,,24.9666666667,0,0,0,0
1653,Cave Hole,1653,65.0,,,22.7666666667,0,0,0,1
1654,Old Man's Trail,1654,31.0,,,24.9666666667,0,0,0,0
1655,South Tiger Traverse,1655,23.0,,,35.9666666667,0,0,0,0
1656,South Tiger Powerline,1656,5.0,,,36.8166666667,0,0,0,0
1657,Grand Canyon of Fifteenmile Creek,1657,9.0,1.4,350.0,,0,0,0,0
1658,Bonneville Trail,1658,5.0,,,20.1666666667,0,0,0,0
1659,Clay Pit Road,1659,16.0,,,24.9666666667,0,0,0,1
1660,East Fork,1660,12.0,,,27.4166666667,0,0,0,0
1661,Fred's Railroad,1661,47.0,,,24.9666666667,0,0,0,0
1662,Lingering Trail,1662,25.0,1.0,400.0,24.3333333333,0,0,0,0
1663,Mount Ann,1663,3.0,10.5,4000.0,168.333333333,0,0,1,0
1664,Avalanche Mountain,1664,3.0,8.5,3000.0,56.2333333333,0,0,1,0
1665,Frog Lake - Crab Creek - Marsh Loop Trails,1665,10.0,3.0,50.0,175.883333333,1,0,0,0
1666,White River to Sunrise,1666,8.0,6.0,2100.0,112.633333333,0,0,0,0
1667,Bridge Trail - (Hardy Ridge Connector),1667,5.0,,,201.733333333,0,0,0,1
1668,Thomas Mountain,1668,7.0,8.0,3400.0,73.8333333333,0,0,1,0
1669,Roaring Ridge Snowshoe via Road 9070,1669,2.0,10.0,3200.0,,0,0,0,0
1670,Cleveland Mountain,1670,3.0,12.0,5280.0,97.1333333333,0,0,0,0
1671,Teanaway Butte via Jungle Creek,1671,2.0,8.0,2150.0,128.083333333,0,0,1,0
1672,Olney Falls,1672,5.0,,,,0,0,0,0
1673,Cowboy Mountain,1673,1.0,,,,0,0,0,0
1674,Low Mountain,1674,4.0,6.0,3300.0,51.9,0,0,0,0
1675,Grass Mountain,1675,4.0,8.0,2129.0,,0,0,0,0
1676,Grass Mountain West,1676,1.0,8.5,4382.0,,0,0,0,0
1677,Blowout Mountain,1677,4.0,4.6,650.0,,1,0,0,0
1678,Gold Creek Trail,1678,32.0,,,79.35,0,0,0,0
1679,Wenatchee Mountain,1679,1.0,,,212.133333333,0,0,0,0
1680,Foothills Trail,1680,2.0,,,35.1666666667,1,0,0,1
1681,Jack Pine Trail,1681,1.0,,,167.033333333,0,0,0,0
1682,Fortune Creek Pass,1682,3.0,,,138.216666667,0,0,0,0
1683,Wallaby Peak,1683,1.0,6.0,2900.0,187.033333333,0,0,0,0
1684,Finner Creek,1684,1.0,,,150.783333333,0,0,0,0
1685,Poo Top,1685,29.0,0.8,2948.0,24.4333333333,0,0,0,0
1686,Gas Line Trail,1686,5.0,,,79.3666666667,0,0,0,0
1687,West Tiger 2,1687,66.0,7.8,2300.0,21.6,0,0,0,0
1688,Talus Rock Trail,1688,23.0,,,21.7666666667,0,0,0,0
1689,Seattle View Trail,1689,0.0,,,64.1666666667,0,0,0,0
1690,Preston Railroad Grade,1690,15.0,2.6,900.0,42.7333333333,0,0,0,0
1691,One-View Trail,1691,40.0,,,24.4333333333,0,0,0,0
1692,West Side Road,1692,10.0,,,,0,0,0,0
1693,Dwight's Way,1693,30.0,,,24.3333333333,0,0,0,0
1694,Bootleg Trail,1694,40.0,4.6,1300.0,24.3333333333,0,0,0,0
1695,Jones Island Trail,1695,2.0,,,221.566666667,0,0,0,0
1696,Jefferson Pass,1696,0.0,,,,1,0,1,1
1697,Tieton Pond Snowshoe,1697,2.0,,,,0,0,0,0
1698,Monte Cristo,1698,5.0,5.0,400.0,264.066666667,0,0,1,0
1699,Chihuly Trail,1699,2.0,,,140.35,0,0,0,0
1700,Smith Creek,1700,3.0,6.0,200.0,223.15,0,0,0,0
1701,Tieton Meadows,1701,4.0,3.5,200.0,167.816666667,1,0,0,0
1702,St. Cloud,1702,2.0,1.0,50.0,182.966666667,0,0,0,0
1703,White River Snowshoe,1703,6.0,4.0,400.0,155.4,0,0,0,1
1704,Sasse Ridge Snowshoe,1704,2.0,15.0,2700.0,113.45,0,0,0,0
1705,Kautz Creek Snowshoe,1705,12.0,11.0,2800.0,125.1,0,0,0,0
1706,Cramer Lake Snowshoe,1706,1.0,9.0,800.0,145.133333333,0,0,0,0
1707,Middle Fork Nooksack River Snowshoe,1707,1.0,7.0,900.0,134.05,1,0,0,0
1708,Brink Trail,1708,6.0,,,23.8833333333,0,0,0,0
1709,K-3 Trail,1709,16.0,,,49.6833333333,0,0,0,0
1710,Bus Trail,1710,41.0,0.7,200.0,23.7166666667,0,0,0,0
1711,Phils Trail - Thrush Gap Loop,1711,15.0,7.0,1606.0,30.4333333333,0,0,1,0
1712,South Whidbey State Park,1712,15.0,2.7,200.0,136.116666667,0,0,0,0
1713,Sleepy Hollow Trail,1713,4.0,,,,0,0,0,0
1714,St. Louis Falls and Mines,1714,2.0,,,,0,0,0,0
1715,Blackbird Island - Waterfront Park,1715,5.0,2.0,100.0,140.083333333,0,0,0,1
1716,Hope Island,1716,2.0,,,80.7,0,0,0,0
1717,Kraule - Sunnyside,1717,1.0,6.0,300.0,,0,0,1,0
1718,Dorothy Cleveland Trail,1718,2.0,,,159.733333333,0,0,0,1
1719,Mohawk Falls and Mohawk Mine,1719,8.0,0.6,200.0,90.2333333333,0,0,0,1
1720,Haystack Mountain,1720,2.0,,,,0,0,0,0
1721,Monahan Mountain,1721,1.0,5.0,1600.0,,0,0,0,0
1722,It Peak Snowshoe,1722,1.0,,,,0,0,0,0
1723,Freedom Peak,1723,2.0,,,131.283333333,0,0,0,0
1724,Alki Crest,1724,5.0,,,80.3166666667,0,0,0,0
1725,Voodoo Peak,1725,1.0,,,111.183333333,0,0,0,0
1726,Gray Peak,1726,1.0,,,,0,0,0,0
1727,Martin Peak Snowshoe,1727,1.0,,,,0,0,0,0
1728,Spinnaker Peak Snowshoe,1728,2.0,,,105.383333333,0,0,0,0
1729,Elger Bay Preserve,1729,1.0,,,,0,0,0,0
1730,Scout Patrol Peak,1730,4.0,3.0,2724.0,74.5333333333,0,0,0,0
1731,Maple Hollow Park,1731,1.0,,,68.3666666667,0,0,0,0
1732,Sentinel Mountain,1732,1.0,,,172.966666667,0,0,1,0
1733,Judi's Peak,1733,2.0,,,,0,0,0,0
1734,Anaconda Peak,1734,4.0,,,80.4333333333,0,0,0,0
1735,Mary's Peak,1735,2.0,,,,0,0,1,0
1736,Eldorado Peak,1736,3.0,10.0,6716.0,152.15,0,0,0,0
1737,Copper Mountain,1737,1.0,,,130.083333333,0,0,1,0
1738,Iron Mountain,1738,1.0,,,130.083333333,0,0,1,0
1739,Union Peak,1739,7.0,,,121.816666667,0,0,0,0
1740,Jove Peak,1740,3.0,,,121.816666667,0,0,0,0
1741,Loser Ridge Snowshoe,1741,1.0,8.6,2200.0,,0,0,1,0
1742,Chopper Peak,1742,2.0,3.0,1440.0,157.45,0,0,0,0
1743,Copper Mountain,1743,2.0,5.0,4400.0,,0,0,0,0
1744,Swakane Peak,1744,4.0,,,164.416666667,0,0,1,0
1745,Little Wenatchee River Road Snowshoe,1745,2.0,,,133.766666667,0,0,0,0
1746,Huckleberry Snowshoe Route,1746,2.0,,,151.783333333,0,0,0,0
1747,Gilbert Peak,1747,2.0,20.0,4600.0,196.283333333,0,0,0,0
1748,Lighting Creek Trail,1748,1.0,,,,0,0,0,0
1749,Surprise Lake,1749,5.0,4.0,4406.0,,0,0,0,0
1750,Fortune Peak via Esmeralda Basin (Esmerelda),1750,8.0,,,138.216666667,0,0,0,0
1751,Razorback Mountain Snowshoe,1751,1.0,,,,0,0,0,0
1752,Corax Peak,1752,1.0,,,,0,0,0,0
1753,Cabinet Peak,1753,2.0,,,168.383333333,0,0,0,0
1754,Neiderprum Trail,1754,25.0,2.65,2400.0,81.4166666667,0,0,0,0
1755,Harold Engles Memorial Cedars,1755,5.0,,,,0,0,0,0
1756,Preston-Snoqualmie,1756,4.0,,,,0,0,0,0
1757,Liberty Cap,1757,1.0,,,,0,0,0,0
1758,Box Canyon and Nickel Creek,1758,7.0,2.0,400.0,134.8,1,1,0,0
1759,Soda Springs,1759,2.0,,,,0,0,0,0
1760,Vanson Peak,1760,9.0,5.0,600.0,179.4,1,0,0,0
1761,Mesatchee Creek,1761,25.0,10.4,1300.0,116.8,0,1,0,0
1762,Boulder Ridge,1762,23.0,,,123.15,0,0,0,0
1763,Olallie Lake via Pratt Lake Trail,1763,22.0,,,53.65,0,0,0,0
1764,Wonderland Trail - Mowich to Longmire,1764,8.0,,,,0,0,0,0
1765,Deception Pass State Park - Fidalgo Island Side,1765,8.0,,,87.4333333333,0,0,0,0
1766,Joe Lake,1766,15.0,16.0,2235.0,57.0166666667,0,0,0,0
1767,Eagle's Nest,1767,1.0,,,183.4,0,0,1,0
1768,Trout Creek,1768,23.0,3.0,500.0,85.3166666667,0,1,0,1
1769,Fifes Ridge,1769,28.0,8.0,3100.0,147.483333333,0,0,0,0
1770,Old Mine Trail,1770,4.0,,,101.566666667,0,0,0,0
1771,Silesia Creek,1771,3.0,,,,0,0,0,0
1772,Columbia Rattlesnake Mountain Preserve,1772,1.0,,,,0,0,0,0
1773,Westcott Bay Nature Reserve and Sculpture Park,1773,2.0,,,,0,0,0,0
1774,Conboy Lake National Wildlife Refuge,1774,4.0,3.0,1875.0,256.733333333,1,0,0,1
1775,Semiahmoo Spit Trail,1775,3.0,,,,1,0,0,1
1776,Ocean City State Park,1776,1.0,,,,0,0,0,1
1777,"Putney Woods, Saratoga Woods and Metcalf Trail System",1777,6.0,,,149.1,1,0,0,1
1778,Foulweather Bluff Preserve Trail,1778,4.0,1.0,20.0,107.833333333,0,0,0,1
1779,Icicle River Road Snowshoe,1779,2.0,,,140.75,0,0,0,0
1780,The Eaglet,1780,5.0,,,,0,0,0,0
1781,Red Mountain Snowshoe,1781,4.0,8.0,3560.0,108.25,0,0,1,0
1782,Wenatchee Ridge Snowshoe,1782,5.0,11.0,2000.0,152.116666667,0,0,0,0
1783,Garland Peak,1783,20.0,10.4,3550.0,164.95,0,0,0,0
1784,Moss Lake Loop,1784,3.0,0.75,2400.0,87.7666666667,0,0,0,1
1785,Blowdown Mountain Road,1785,6.0,,,,0,0,0,0
1786,East Peak-Rattlesnake Trail,1786,317.0,8.6,2500.0,38.2,0,0,0,0
1787,Kangaroo Temple,1787,3.0,,,186.216666667,0,0,0,0
1788,Mutton Mountain,1788,10.0,,,,0,0,0,0
1789,Cripple Creek Falls,1789,1.0,,,,0,0,0,0
1790,Meadowdale Beach Park,1790,22.0,,,31.2833333333,0,0,0,0
1791,Mazama Ridge - Narada Falls Trail Loop,1791,5.0,,,145.166666667,0,0,0,0
1792,Clear Lost,1792,6.0,13.0,2600.0,138.516666667,1,0,0,0
1793,Fawn Lake,1793,1.0,,,,0,0,0,0
1794,Ashnola River,1794,1.0,,,,0,0,0,0
1795,Fox Lakes,1795,1.0,,,,0,0,0,0
1796,Methow Pass,1796,3.0,,,,0,0,0,0
1797,Dusty Lake,1797,43.0,6.0,200.0,151.016666667,1,0,0,0
1798,Riverside State Park - Bowl & Pitcher,1798,19.0,,,262.333333333,0,0,0,0
1799,Tronsen Ridge,1799,84.0,8.0,1000.0,143.533333333,0,0,0,0
1800,Grindstone Mountain,1800,15.0,,,165.916666667,0,0,0,0
1801,Greenway Mountain,1801,8.0,,,38.5833333333,0,0,0,0
1802,English Boom,1802,2.0,,,,0,0,0,0
1803,Ivanhoe Lake,1803,7.0,,,,0,0,0,0
1804,Lake Wilderness Park,1804,2.0,,,38.5,0,0,0,0
1805,North Mountain Lookout,1805,5.0,,,124.566666667,0,0,0,0
1806,Wenatchee River Road,1806,1.0,,,126.95,0,0,0,0
1807,Observation Rock,1807,22.0,13.0,3435.0,124.75,1,0,1,0
1808,Colchuck Glacier,1808,8.0,,,,0,0,0,0
1809,Tin Cup Joe Falls,1809,3.0,,,,0,0,0,0
1810,Birch Bay State Park,1810,2.0,,,112.4,1,0,0,1
1811,Lumiere Ridge,1811,1.0,,,,0,0,0,0
1812,Lake Victoria,1812,4.0,,,161.666666667,0,0,0,0
1813,Mount Defiance - Starvation Ridge Loop (OR),1813,3.0,,,200.666666667,0,0,0,0
1814,Sweet Chariot,1814,1.0,,,164.133333333,0,0,0,0
1815,Mount Prophet,1815,1.0,,,,0,0,0,0
1816,Silver King,1816,1.0,6.0,7000.0,102.566666667,0,0,1,0
1817,Jetty Island,1817,5.0,4.0,5.0,40.9666666667,0,0,0,0
1818,Peshastin Pinnacles,1818,24.0,1.5,400.0,134.45,0,0,0,0
1819,Wahatis Peak,1819,1.0,,,,0,0,0,0
1820,Bear Creek Mountain,1820,28.0,15.0,4000.0,167.783333333,0,0,0,0
1821,Mount Ruth,1821,9.0,,,112.916666667,0,0,0,0
1822,Granite and Trico Peaks,1822,8.0,,,,0,0,0,0
1823,Buckhorn Mountain,1823,40.0,,,,0,0,0,0
1824,Thirteenmile via Bear Pot,1824,4.0,,,301.1,0,0,0,0
1825,Pablo Creek,1825,1.0,,,,0,0,0,0
1826,Gold Lake,1826,2.0,,,,0,0,0,0
1827,Lower Tuscohatchie Lake,1827,45.0,,,52.95,0,0,0,0
1828,Mount Ararat,1828,7.0,12.5,4000.0,117.516666667,0,0,1,0
1829,Granite Mountain Potholes,1829,6.0,,,,0,0,0,0
1830,Mount Hinman,1830,10.0,,,,0,0,0,0
1831,Dungeon Peak,1831,2.0,,,,0,0,0,0
1832,North Kitsap Heritage Park,1832,3.0,,,90.2166666667,0,0,0,0
1833,Mount Ballard,1833,2.0,,,161.916666667,0,0,0,0
1834,PCT - Snoqualmie Pass to Park Lakes,1834,5.0,,,,0,0,0,0
1835,Sixteen Mile,1835,3.0,,,,0,0,0,0
1836,Circle Peak,1836,25.0,16.0,2800.0,,0,0,1,0
1837,Hamlin Park,1837,3.0,,,17.2,0,0,0,0
1838,Fairfax Ghost Town,1838,3.0,,,,0,0,0,0
1839,Wonderland Trail - Box Canyon to Indian Bar,1839,11.0,,,134.75,0,0,0,0
1840,Chilean Memorial,1840,6.0,,,273.366666667,0,0,0,0
1841,Little Mason Lake,1841,18.0,,,,0,0,0,0
1842,Chelan Ridge,1842,1.0,,,,0,0,0,0
